id	division	mode	include	channel	position_in_text	age	time_of_day	wiki_category	superclass	education	region	show_type	srclang	class	authsex	year
Právo_157866/komentáře_239	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"com"	"-NA-"	"2014"
laskane_7	"fic"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"lov"	"-NA-"	"2007"
dvora_mineralyse_3	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"enc"	"-NA-"	"2013"
10A085N/duzova	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"I"	"-NA-"	"-NA-"	"-NA-"	"VŠ"	"středočeská"	"-NA-"	"cs: čeština"	"inf"	"F: žena"	"2010"
msdelphi_6	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"de: němčina"	"fts"	"M: muž"	"2004"
prog_gis_5	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fts"	"-NA-"	"2006"
Deníky Bohemia_213437/zpravodajství_4	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"rep"	"-NA-"	"2014"
Respekt_207674/politika_68	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"pol"	"-NA-"	"2014"
wiki_162647	"uni"	"web"	"yes"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"Vzdělávání"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"hu: maďarština"	"wik"	"-NA-"	"2015"
nabytek_4	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hum"	"F: žena"	"2001"
limro_dvezrcadla_9	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fan"	"F: žena"	"2011"
spne1304_1	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"spo"	"-NA-"	"2013"
laban_esejotrage_5	"fic"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"lov"	"F: žena"	"2014"
europarl/Jiří Maštálka_2	"nin"	"spo"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"wbs"	"-NA-"	"2007"
franc_dejinyakad_9	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hum"	"-NA-"	"2013"
europarl/Vladimír Špidla_11	"nin"	"spo"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"wbs"	"-NA-"	"2007"
miniodpa_2	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"adm"	"-NA-"	"2003"
blne1303_4	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"sct"	"-NA-"	"2013"
ksk_272	"pri"	"wri"	"yes"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"A"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"1999"
PMK289/Z,V,A	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"V"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"eli"	"F: žena"	"1988-1996"
stoso_medveskoln_0	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"nat"	"F: žena"	"2008"
spma1324_3	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"spo"	"-NA-"	"2013"
spog1206_1	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"spo"	"-NA-"	"2012"
fima1106_7	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ssc"	"-NA-"	"2011"
deve1102_2	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hum"	"-NA-"	"2011"
werni_nikam_1	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ver"	"M: muž"	"2010"
wiki_997620	"uni"	"web"	"yes"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"Kultura"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"wik"	"-NA-"	"2015"
tousvaag_1	"fic"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"fr: francouzština"	"lov"	"-NA-"	"2008"
witch_carodejkat_15	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"it: italština"	"fan"	"M: muž"	"2008"
ksk_361	"pri"	"wri"	"no"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"A"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"M: muž"	"1998"
Deníky Bohemia_213437/komentáře_1	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"com"	"-NA-"	"2014"
ksk_626	"pri"	"wri"	"no"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"A"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"2001"
chutn_potvory_6	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"pl: polština"	"gen"	"F: žena"	"2014"
extr1010_12	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fts"	"-NA-"	"2010"
ksk_1	"pri"	"wri"	"yes"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"A"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"1997"
wukeprir_14	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"de: němčina"	"nat"	"M: muž"	"2006"
viewe_napadylask_3	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"col"	"M: muž"	"2002"
Respekt_207674/komentáře_10	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"com"	"-NA-"	"2014"
speeches/Havel, Václav_2	"nin"	"spo"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"wbs"	"-NA-"	"1990-2003"
daghamma_1	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"de: němčina"	"ssc"	"M: muž"	"2005"
Deníky Moravia_512366/volný čas_2	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fre"	"-NA-"	"2014"
nykan_cestacerny_12	"fic"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"fi: finština"	"crm"	"M: muž"	"2011"
spne1228_3	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"spo"	"-NA-"	"2012"
amett_brechtovam_2	"fic"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"fr: francouzština"	"lov"	"M: muž"	"2009"
zemc1405_5	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"nat"	"-NA-"	"2014"
kuben_ranonaolyn_8	"fic"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ver"	"M: muž"	"2013"
nehoupat.blogspot.cz_2	"uni"	"web"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"blo"	"-NA-"	"2013"
10H021N/bajad	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"V"	"-NA-"	"-NA-"	"-NA-"	"SŠ"	"česko-moravská"	"-NA-"	"cs: čeština"	"inf"	"M: muž"	"2010"
horak_strucnypre_2	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hum"	"F: žena"	"2008"
sp140312_3	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"spo"	"-NA-"	"2014"
Respekt_207674/zpravodajství_5	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"rep"	"-NA-"	"2014"
haidl_jobovazves_5	"fic"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"crm"	"M: muž"	"2008"
09A117N/hamac	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"V"	"-NA-"	"-NA-"	"-NA-"	"VŠ"	"východomoravská"	"-NA-"	"cs: čeština"	"inf"	"M: muž"	"2009"
ksk_1939	"pri"	"wri"	"no"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"2001"
ksk_405	"pri"	"wri"	"yes"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"M: muž"	"1991"
stwi1111_5	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fts"	"-NA-"	"2011"
facebook_2847	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"night"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fcb"	"F: žena"	"2014-2015"
PMK327/Z,I,B	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"I"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"eli"	"F: žena"	"1988-1996"
olivo_mestoradov_5	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"zh: čínština"	"hum"	"-NA-"	"2014"
daghamma_4	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"de: němčina"	"ssc"	"M: muž"	"2005"
kopec_zakladyfyz_2	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hum"	"-NA-"	"2013"
PMK106/Z,V,B	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"V"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"eli"	"F: žena"	"1988-1996"
Deníky Bohemia_213437/zpravodajství_25	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"rep"	"-NA-"	"2014"
prmg1413_1	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"mix"	"-NA-"	"2014"
11A111N/nehop	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"I"	"-NA-"	"-NA-"	"-NA-"	"SŠ"	"pohraničí moravské"	"-NA-"	"cs: čeština"	"inf"	"M: muž"	"2011"
Lidové noviny_29526/komentáře_152	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"com"	"-NA-"	"2014"
terezala_10	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"it: italština"	"hum"	"F: žena"	"2005"
lange_oumenileta_25	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"fts"	"M: muž"	"2010"
10H018N/zeful	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"I"	"-NA-"	"-NA-"	"-NA-"	"VŠ"	"pohraničí české"	"-NA-"	"cs: čeština"	"inf"	"M: muž"	"2010"
_spisovyask_1	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"adm"	"-NA-"	"2005"
Deníky Moravia_512366/ekonomika_89	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"eco"	"-NA-"	"2014"
stibo_pastyrinoc_1	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ver"	"-NA-"	"2014"
vychova_7	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"de: němčina"	"ssc"	"M: muž"	"2001"
ksk_1104	"pri"	"wri"	"no"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"M: muž"	"1993"
dahl_evropskebl_16	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"sv: švédština"	"crm"	"F: žena"	"2013"
digi1006_4	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hum"	"-NA-"	"2010"
city1208_4	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"mix"	"-NA-"	"2012"
mpszakon_7	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"adm"	"-NA-"	"2002"
_ceskeamora_0	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"nat"	"-NA-"	"2010"
europarl/Jan Březina_0	"nin"	"spo"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"wbs"	"-NA-"	"2007"
PMK307/Z,I,A	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"I"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"eli"	"F: žena"	"1988-1996"
steti_gravitace_17	"fic"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"col"	"M: muž"	"2010"
kermo_smyslkoncu_7	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"hum"	"M: muž"	"2007"
Respekt_207674/komentáře_87	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"com"	"-NA-"	"2014"
zdno1304_3	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"nat"	"-NA-"	"2013"
_vyrocnizqt_4	"nfc"	"wri"	"no"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"adm"	"-NA-"	"2013"
PLOVAR2/Vlastimil Brodský_0	"int"	"spo"	"yes"	"ČT1"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"profil"	"cs: čeština"	"bru"	"-NA-"	"1997-2010"
10L004N/nudaba	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"V"	"-NA-"	"-NA-"	"-NA-"	"SŠ"	"středomoravská"	"-NA-"	"cs: čeština"	"inf"	"F: žena"	"2010"
kocar_rovnokridl_10	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"enc"	"-NA-"	"2013"
markl_studio6_14	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"sv: švédština"	"crm"	"F: žena"	"2013"
VERTIK5/Miloslav Vlk_0	"int"	"spo"	"yes"	"ČT2"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"diskuse"	"cs: čeština"	"bru"	"-NA-"	"1997-2010"
Mladá fronta Dnes_62426/komentáře_11	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"com"	"-NA-"	"2014"
hyleb_smimtepoli_2	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"scr"	"M: muž"	"2007"
ksk_1413	"pri"	"wri"	"no"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"2002"
discussions_13976	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"morning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"dis"	"-NA-"	"2015"
facebook_1992	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"morning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fcb"	"F: žena"	"2014-2015"
vicstest_7	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"he: hebrejština"	"mem"	"F: žena"	"2003"
spne1319_2	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"spo"	"-NA-"	"2013"
airsoftak.wordpress.com_0	"uni"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"blo"	"-NA-"	"2013"
litn1232_6	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hum"	"-NA-"	"2012"
ksk_452	"pri"	"wri"	"no"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"2002"
E15_0/volný čas_7	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fre"	"-NA-"	"2014"
salev_mojeruskab_15	"fic"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"he: hebrejština"	"gen"	"M: muž"	"2012"
prra1109_4	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ssc"	"-NA-"	"2011"
kadle_mycelium_26	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"scf"	"F: žena"	"2013"
forums_22906	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"afternoon"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"for"	"-NA-"	"2015"
tect1207_0	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fts"	"-NA-"	"2012"
lanka.blog.idnes.cz_0	"uni"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"blo"	"-NA-"	"2013"
kristusp_2	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"col"	"M: muž"	"2005"
domu1104_2	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hou"	"-NA-"	"2011"
zeme1203_5	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"int"	"-NA-"	"2012"
bl111021_1	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"sct"	"-NA-"	"2011"
morce_1	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"nat"	"F: žena"	"1996"
Respekt_207674/komentáře_27	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"com"	"-NA-"	"2014"
pi286_1	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ver"	"M: muž"	"1993"
_galskykoho_17	"fic"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"fr: francouzština"	"ver"	"-NA-"	"2012"
pospi_uzvimcoude_0	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ssc"	"F: žena"	"2008"
radkakaplicka.bloger.cz_2	"uni"	"web"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"blo"	"-NA-"	"2013"
ksk_1451	"pri"	"wri"	"yes"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"M: muž"	"2001"
oksan_casztracen_17	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"fi: finština"	"gen"	"F: žena"	"2013"
_zkusebnira_2	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"adm"	"-NA-"	"2010"
discussions_1894	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"midday"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"dis"	"-NA-"	"2015"
obec1108_11	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ssc"	"-NA-"	"2011"
vlst1335_5	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"lif"	"-NA-"	"2013"
Regionální týdeník_657110/kultura_201	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"cul"	"-NA-"	"2014"
